0,1,text
0.076,0.924,thanks
0.062,0.938,to
0.055,0.945,brilliant
0.044,0.956,for
0.009,0.991,supporting
0.004,0.996,this
0.003,0.997,episode
0.003,0.997,of
0.003,0.997,scishow
0.005,0.995,go
0.006,0.994,to
0.014,0.986,brilliant
0.036,0.964,org
0.148,0.852,slash
0.177,0.823,scishow
0.207,0.793,to
0.183,0.817,learn
0.2,0.8,more
0.208,0.792,when
0.296,0.704,you
0.284,0.716,picture
0.32,0.68,a
0.337,0.663,oovword
0.475,0.525,you
0.612,0.388,might
0.664,0.336,imagine
0.615,0.385,it
0.659,0.341,in
0.676,0.324,a
0.734,0.266,oovword
0.751,0.249,forest
0.767,0.233,in
0.794,0.206,the
0.811,0.189,amazon
0.863,0.137,or
0.882,0.118,an
0.9,0.1,island
0.912,0.088,in
0.901,0.099,the
0.925,0.075,pacific
0.915,0.085,you
0.929,0.071,probably
0.934,0.066,don't
0.943,0.057,picture
0.957,0.043,denver
0.964,0.036,but
0.954,0.046,up
0.963,0.037,until
0.954,0.046,only
0.954,0.046,a
0.962,0.038,century
0.964,0.036,ago
0.961,0.039,the
0.967,0.033,united
0.972,0.028,states
0.977,0.023,was
0.98,0.02,home
0.978,0.022,to
0.98,0.02,its
0.981,0.019,very
0.978,0.022,own
0.972,0.028,species
0.979,0.021,of
0.984,0.016,oovword
0.983,0.017,the
0.988,0.012,carolina
0.984,0.016,oovword
0.985,0.015,oovword
0.984,0.016,are
0.984,0.016,generally
0.981,0.019,speaking
0.986,0.014,birds
0.986,0.014,of
0.983,0.017,the
0.981,0.019,order
0.988,0.012,city
0.987,0.013,so
0.987,0.013,for
0.99,0.01,oovword
0.989,0.011,this
0.99,0.01,includes
0.994,0.006,oovword
0.996,0.004,oovword
0.996,0.004,oovword
0.996,0.004,and
0.995,0.005,others
0.996,0.004,these
0.996,0.004,birds
0.996,0.004,are
0.996,0.004,really
0.996,0.004,native
0.996,0.004,to
0.996,0.004,much
0.996,0.004,of
0.996,0.004,the
0.997,0.003,united
0.997,0.003,states
0.997,0.003,one
0.996,0.004,or
0.996,0.004,two
0.997,0.003,central
0.996,0.004,american
0.996,0.004,species
0.996,0.004,make
0.997,0.003,it
0.997,0.003,just
0.997,0.003,north
0.997,0.003,of
0.997,0.003,the
0.998,0.002,oovword
0.998,0.002,border
0.997,0.003,and
0.997,0.003,a
0.997,0.003,bunch
0.997,0.003,of
0.996,0.004,others
0.996,0.004,have
0.995,0.005,been
0.996,0.004,introduced
0.998,0.002,as
0.998,0.002,released
0.997,0.003,pets
0.997,0.003,at
0.998,0.002,the
0.998,0.002,carolina
0.997,0.003,oovword
0.998,0.002,oovword
0.998,0.002,oovword
0.999,0.001,carolina
0.998,0.002,oovword
0.999,0.001,was
0.998,0.002,oovword
0.999,0.001,to
0.999,0.001,the
0.998,0.002,u
0.998,0.002,s
0.999,0.001,meaning
0.999,0.001,it
0.999,0.001,lived
0.999,0.001,nowhere
0.999,0.001,else
0.999,0.001,they
0.999,0.001,were
0.999,0.001,small
0.998,0.002,colorful
0.999,0.001,birds
0.999,0.001,around
0.999,0.001,a
0.999,0.001,hundred
0.998,0.002,grams
0.999,0.001,in
0.998,0.002,weight
0.999,0.001,with
0.999,0.001,green
0.999,0.001,bodies
0.999,0.001,yellow
0.999,0.001,heads
0.999,0.001,and
0.999,0.001,orange
0.999,0.001,faces
0.999,0.001,they
0.999,0.001,were
0.999,0.001,most
0.999,0.001,oovword
0.999,0.001,found
0.999,0.001,in
0.999,0.001,the
0.998,0.002,trees
0.999,0.001,along
0.999,0.001,oovword
0.999,0.001,and
0.998,0.002,oovword
0.998,0.002,gathering
0.999,0.001,by
0.999,0.001,the
0.999,0.001,hundreds
0.999,0.001,and
0.999,0.001,oovword
0.999,0.001,oovword
0.999,0.001,oovword
0.999,0.001,according
0.999,0.001,to
0.999,0.001,historical
0.999,0.001,reports
0.999,0.001,they
0.999,0.001,could
0.999,0.001,be
0.999,0.001,found
0.999,0.001,as
0.999,0.001,far
0.998,0.002,north
0.998,0.002,as
0.998,0.002,new
0.998,0.002,york
0.998,0.002,south
0.999,0.001,to
0.999,0.001,florida
0.999,0.001,and
0.999,0.001,west
0.999,0.001,to
0.999,0.001,oovword
0.999,0.001,it
0.999,0.001,was
0.999,0.001,around
0.999,0.001,the
0.999,0.001,mid
0.999,0.001,oovword
0.999,0.001,that
0.999,0.001,the
0.999,0.001,birds
0.999,0.001,went
0.999,0.001,into
0.999,0.001,a
0.999,0.001,sharp
0.999,0.001,oovword
0.999,0.001,and
0.999,0.001,not
0.999,0.001,long
0.999,0.001,into
0.999,0.001,the
0.999,0.001,20th
0.999,0.001,century
0.999,0.001,they
0.999,0.001,became
0.998,0.002,entirely
0.998,0.002,extinct
0.999,0.001,in
0.999,0.001,the
0.999,0.001,wild
0.999,0.001,the
0.999,0.001,last
0.999,0.001,oovword
0.999,0.001,carolina
0.999,0.001,oovword
0.999,0.001,died
0.999,0.001,in
0.999,0.001,the
0.999,0.001,oovword
0.999,0.001,zoo
0.999,0.001,in
0.999,0.001,oovword
0.999,0.001,in
0.999,0.001,the
0.999,0.001,very
0.999,0.001,same
0.999,0.001,cage
0.999,0.001,that
0.999,0.001,the
0.999,0.001,last
0.999,0.001,oovword
0.999,0.001,oovword
0.999,0.001,oovword
1.0,0.0,had
0.999,0.001,died
0.999,0.001,just
0.999,0.001,four
0.999,0.001,years
0.999,0.001,prior
0.999,0.001,but
0.999,0.001,even
0.999,0.001,though
0.999,0.001,these
0.999,0.001,birds
0.999,0.001,are
0.999,0.001,gone
0.998,0.002,we
0.998,0.002,can
0.998,0.002,still
0.998,0.002,learn
0.998,0.002,a
0.998,0.002,lot
0.998,0.002,about
0.998,0.002,them
0.998,0.002,from
0.998,0.002,what
0.998,0.002,we
0.998,0.002,have
0.998,0.002,left
0.998,0.002,at
0.998,0.002,least
0.997,0.003,oovword
0.997,0.003,skins
0.998,0.002,and
0.999,0.001,16
0.999,0.001,skeletons
0.999,0.001,of
0.999,0.001,carolina
0.999,0.001,oovword
0.999,0.001,are
0.999,0.001,still
0.999,0.001,oovword
0.999,0.001,in
0.998,0.002,museum
0.998,0.002,collections
0.999,0.001,around
0.999,0.001,the
0.999,0.001,world
0.999,0.001,those
0.999,0.001,oovword
0.999,0.001,not
0.998,0.002,only
0.998,0.002,help
0.998,0.002,us
0.999,0.001,understand
0.999,0.001,the
0.999,0.001,birds
0.998,0.002,anatomy
0.999,0.001,they
0.999,0.001,can
0.999,0.001,also
0.999,0.001,oovword
0.999,0.001,the
0.999,0.001,birds
0.999,0.001,dna
0.999,0.001,seriously
0.999,0.001,you'd
0.999,0.001,be
0.999,0.001,surprised
0.999,0.001,how
0.999,0.001,long
0.999,0.001,that
0.998,0.002,stuff
0.999,0.001,can
0.998,0.002,last
0.999,0.001,in
0.998,0.002,a
0.998,0.002,study
0.998,0.002,published
0.999,0.001,in
0.998,0.002,2019
0.999,0.001,researchers
0.999,0.001,oovword
0.999,0.001,the
0.999,0.001,oovword
0.999,0.001,of
0.999,0.001,one
0.999,0.001,such
0.999,0.001,carolina
0.998,0.002,oovword
0.998,0.002,oovword
0.999,0.001,unlocking
0.999,0.001,clues
0.999,0.001,to
0.998,0.002,some
0.999,0.001,oovword
0.998,0.002,questions
0.999,0.001,about
0.999,0.001,how
0.999,0.001,the
0.999,0.001,birds
0.999,0.001,lived
0.999,0.001,and
0.999,0.001,died
0.999,0.001,for
0.999,0.001,example
0.999,0.001,the
0.999,0.001,birds
0.999,0.001,were
0.999,0.001,famous
0.999,0.001,for
0.999,0.001,eating
0.999,0.001,a
0.999,0.001,plant
0.999,0.001,called
0.999,0.001,oovword
0.999,0.001,which
0.999,0.001,is
0.999,0.001,fun
0.999,0.001,because
0.999,0.001,oovword
0.999,0.001,oovword
0.999,0.001,are
0.999,0.001,very
0.999,0.001,toxic
0.999,0.001,in
0.999,0.001,fact
0.999,0.001,the
0.999,0.001,birds
0.999,0.001,ate
0.999,0.001,so
0.999,0.001,much
0.999,0.001,of
0.999,0.001,it
0.999,0.001,that
0.999,0.001,according
0.999,0.001,to
0.999,0.001,historical
0.999,0.001,reports
0.999,0.001,it
0.999,0.001,made
0.999,0.001,them
0.999,0.001,oovword
0.999,0.001,cats
0.999,0.001,were
0.999,0.001,even
0.999,0.001,oovword
0.999,0.001,to
0.999,0.001,have
0.999,0.001,died
0.999,0.001,from
0.999,0.001,eating
0.999,0.001,birds
0.999,0.001,that
0.999,0.001,ate
0.999,0.001,the
0.999,0.001,plant
0.999,0.001,in
0.999,0.001,the
0.999,0.001,new
0.999,0.001,dna
0.999,0.001,analysis
0.999,0.001,the
0.999,0.001,researchers
0.999,0.001,noticed
0.999,0.001,unusual
0.999,0.001,oovword
0.999,0.001,in
0.999,0.001,two
0.998,0.002,oovword
0.998,0.002,the
0.998,0.002,oovword
0.999,0.001,code
0.999,0.001,for
0.999,0.001,oovword
1.0,0.0,that
0.999,0.001,carry
0.999,0.001,energy
0.999,0.001,oovword
1.0,0.0,and
0.999,0.001,other
1.0,0.0,parts
0.999,0.001,of
0.999,0.001,the
0.999,0.001,cell
0.999,0.001,what's
0.999,0.001,interesting
0.999,0.001,is
0.999,0.001,that
0.999,0.001,these
0.999,0.001,two
0.999,0.001,oovword
0.999,0.001,are
0.999,0.001,specifically
0.999,0.001,oovword
0.999,0.001,by
1.0,0.0,oovword
1.0,0.0,oovword
1.0,0.0,oovword
1.0,0.0,with
1.0,0.0,the
1.0,0.0,oovword
1.0,0.0,ability
0.999,0.001,to
0.999,0.001,function
0.999,0.001,exactly
0.999,0.001,what
0.999,0.001,those
0.999,0.001,oovword
0.999,0.001,do
0.999,0.001,isn't
0.999,0.001,clear
1.0,0.0,yet
0.999,0.001,but
0.999,0.001,it
0.999,0.001,could
0.999,0.001,be
0.999,0.001,some
0.999,0.001,sort
0.999,0.001,of
0.999,0.001,genetic
1.0,0.0,resistance
1.0,0.0,to
1.0,0.0,the
1.0,0.0,plants
1.0,0.0,oovword
0.999,0.001,a
0.999,0.001,small
0.999,0.001,change
0.999,0.001,that
0.999,0.001,allowed
0.999,0.001,these
0.999,0.001,oovword
0.999,0.001,to
0.999,0.001,thrive
0.999,0.001,on
0.999,0.001,a
0.999,0.001,specialized
0.999,0.001,diet
0.999,0.001,unfortunately
0.999,0.001,a
0.999,0.001,diet
0.999,0.001,of
0.999,0.001,literal
0.999,0.001,poison
0.999,0.001,was
0.999,0.001,nothing
0.999,0.001,compared
0.999,0.001,to
0.999,0.001,the
0.999,0.001,effects
0.999,0.001,of
0.999,0.001,living
0.999,0.001,alongside
0.999,0.001,humans
0.999,0.001,we
0.999,0.001,don't
0.999,0.001,know
0.999,0.001,exactly
0.999,0.001,why
0.999,0.001,the
0.999,0.001,carolina
0.999,0.001,oovword
0.999,0.001,went
0.999,0.001,extinct
0.999,0.001,but
0.999,0.001,most
0.999,0.001,researchers
1.0,0.0,agree
0.999,0.001,that
0.999,0.001,humans
0.999,0.001,are
0.999,0.001,at
0.999,0.001,fault
0.999,0.001,between
0.999,0.001,hunting
0.999,0.001,the
0.999,0.001,birds
0.999,0.001,and
0.999,0.001,destroying
0.999,0.001,their
0.999,0.001,oovword
0.999,0.001,but
0.999,0.001,well
0.999,0.001,we're
0.999,0.001,pretty
0.999,0.001,confident
0.999,0.001,they're
0.999,0.001,gone
0.999,0.001,we
0.999,0.001,don't
0.999,0.001,know
0.999,0.001,if
0.999,0.001,their
0.999,0.001,oovword
0.999,0.001,was
0.999,0.001,oovword
1.0,0.0,in
0.999,0.001,response
0.999,0.001,to
0.999,0.001,various
0.999,0.001,oovword
0.999,0.001,or
0.999,0.001,if
1.0,0.0,they
1.0,0.0,went
0.999,0.001,out
0.999,0.001,like
0.999,0.001,a
0.999,0.001,light
0.999,0.001,see
0.999,0.001,if
0.999,0.001,a
0.999,0.001,species
0.999,0.001,slowly
0.999,0.001,oovword
0.999,0.001,over
0.999,0.001,time
0.999,0.001,we
0.999,0.001,would
0.999,0.001,expect
0.998,0.002,their
0.998,0.002,dna
0.998,0.002,to
0.998,0.002,show
0.998,0.002,evidence
0.998,0.002,of
0.998,0.002,oovword
0.998,0.002,and
0.998,0.002,low
0.998,0.002,genetic
0.998,0.002,diversity
0.998,0.002,as
0.998,0.002,their
0.998,0.002,oovword
0.998,0.002,oovword
0.999,0.001,oovword
0.999,0.001,this
0.999,0.001,new
0.999,0.001,study
0.999,0.001,was
0.999,0.001,on
0.999,0.001,the
0.999,0.001,lookout
0.999,0.001,for
0.999,0.001,large
0.999,0.001,chunks
0.999,0.001,of
0.999,0.001,the
0.999,0.001,oovword
0.999,0.001,where
0.999,0.001,each
0.999,0.001,oovword
0.999,0.001,and
0.999,0.001,a
0.999,0.001,pair
0.999,0.001,had
0.999,0.001,identical
0.998,0.002,gene
0.999,0.001,variants
0.999,0.001,this
0.999,0.001,would
0.999,0.001,suggest
0.999,0.001,the
0.999,0.001,birds
0.998,0.002,recent
0.999,0.001,oovword
0.999,0.001,were
0.999,0.001,so
0.999,0.001,closely
0.999,0.001,related
0.999,0.001,that
0.999,0.001,they
0.999,0.001,shared
0.999,0.001,a
0.999,0.001,bunch
0.999,0.001,of
0.999,0.001,the
0.999,0.001,same
0.999,0.001,dna
0.999,0.001,these
0.999,0.001,effects
0.999,0.001,can
0.999,0.001,cause
0.998,0.002,a
0.998,0.002,species
0.998,0.002,to
0.998,0.002,go
0.998,0.002,into
0.998,0.002,a
0.998,0.002,spiral
0.998,0.002,towards
0.998,0.002,oovword
0.998,0.002,as
0.998,0.002,their
0.998,0.002,gene
0.998,0.002,pool
0.998,0.002,oovword
0.998,0.002,but
0.998,0.002,the
0.997,0.003,new
0.997,0.003,research
0.997,0.003,found
0.998,0.002,no
0.997,0.003,evidence
0.997,0.003,of
0.997,0.003,this
0.997,0.003,the
0.998,0.002,carolina
0.998,0.002,oovword
0.998,0.002,oovword
0.998,0.002,oovword
0.998,0.002,oovword
0.998,0.002,doesn't
0.998,0.002,appear
0.998,0.002,to
0.998,0.002,have
0.998,0.002,been
0.998,0.002,oovword
0.998,0.002,instead
0.998,0.002,as
0.997,0.003,the
0.997,0.003,authors
0.997,0.003,of
0.997,0.003,the
0.997,0.003,new
0.997,0.003,study
0.997,0.003,put
0.997,0.003,it
0.997,0.003,the
0.997,0.003,oovword
0.997,0.003,happened
0.997,0.003,so
0.997,0.003,quickly
0.996,0.004,that
0.996,0.004,it
0.997,0.003,left
0.997,0.003,no
0.997,0.003,oovword
0.997,0.003,in
0.997,0.003,their
0.996,0.004,oovword
0.997,0.003,this
0.996,0.004,is
0.997,0.003,pretty
0.997,0.003,good
0.997,0.003,evidence
0.997,0.003,that
0.996,0.004,human
0.997,0.003,activity
0.997,0.003,in
0.997,0.003,the
0.997,0.003,oovword
0.997,0.003,was
0.997,0.003,the
0.997,0.003,leading
0.997,0.003,cause
0.997,0.003,of
0.997,0.003,their
0.997,0.003,oovword
0.997,0.003,not
0.996,0.004,some
0.997,0.003,oovword
0.997,0.003,oovword
0.997,0.003,to
0.996,0.004,the
0.996,0.004,oovword
0.997,0.003,oovword
0.997,0.003,are
0.997,0.003,in
0.996,0.004,a
0.996,0.004,bad
0.996,0.004,way
0.996,0.004,more
0.996,0.004,than
0.995,0.005,half
0.994,0.006,of
0.995,0.005,all
0.994,0.006,living
0.995,0.005,species
0.996,0.004,are
0.996,0.004,in
0.996,0.004,oovword
0.996,0.004,and
0.996,0.004,almost
0.996,0.004,1
0.994,0.006,3
0.992,0.008,are
0.99,0.01,considered
0.989,0.011,globally
0.988,0.012,oovword
0.988,0.012,with
0.986,0.014,oovword
0.989,0.011,based
0.985,0.015,on
0.98,0.02,this
0.978,0.022,research
0.984,0.016,it
0.981,0.019,seems
0.984,0.016,the
0.984,0.016,carolina
0.985,0.015,oovword
0.983,0.017,was
0.981,0.019,so
0.977,0.023,oovword
0.974,0.026,by
0.972,0.028,human
0.978,0.022,activity
0.97,0.03,that
0.966,0.034,its
0.964,0.036,genetic
0.965,0.035,code
0.965,0.035,left
0.964,0.036,little
0.965,0.035,evidence
0.958,0.042,of
0.966,0.034,oovword
0.963,0.037,by
0.955,0.045,studying
0.965,0.035,other
0.953,0.047,extinct
0.952,0.048,species
0.954,0.046,with
0.952,0.048,different
0.953,0.047,patterns
0.947,0.053,of
0.958,0.042,oovword
0.932,0.068,we
0.935,0.065,can
0.921,0.079,be
0.912,0.088,better
0.932,0.068,equipped
0.901,0.099,to
0.905,0.095,detect
0.862,0.138,human
0.899,0.101,oovword
0.887,0.113,on
0.858,0.142,modern
0.832,0.168,species
0.843,0.157,and
0.83,0.17,to
0.838,0.162,spot
0.811,0.189,the
0.771,0.229,warning
0.765,0.235,signs
0.755,0.245,before
0.812,0.188,it's
0.808,0.192,too
0.797,0.203,late
0.796,0.204,the
0.814,0.186,united
0.804,0.196,states
0.78,0.22,may
0.761,0.239,never
0.742,0.258,have
0.731,0.269,another
0.733,0.267,oovword
0.735,0.265,oovword
0.727,0.273,and
0.694,0.306,that's
0.701,0.299,on
0.64,0.36,us
0.589,0.411,but
0.622,0.378,the
0.568,0.432,least
0.545,0.455,we
0.51,0.49,can
0.441,0.559,do
0.406,0.594,is
0.424,0.576,learn
0.444,0.556,from
0.422,0.578,this
0.45,0.55,oovword
0.45,0.55,and
0.428,0.572,oovword
0.426,0.574,the
0.415,0.585,oovword
0.416,0.584,colorful
0.369,0.631,birds
0.342,0.658,still
0.384,0.616,with
0.363,0.637,us
